2026-04-22 17:27:55,956 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3468, 'prompt_estimated_tokens': 867, 'ok': True, 'response_chars': 2300, 'response_estimated_tokens': 575, 'llm_ms': 3219.0, 'total_ms': 3219.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 655, 'total_token_count': 1384, 'cached_content_token_count': 0}}
2026-04-22 17:28:27,542 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3462, 'prompt_estimated_tokens': 865, 'ok': True, 'response_chars': 2286, 'response_estimated_tokens': 571, 'llm_ms': 1719.0, 'total_ms': 1719.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 641, 'total_token_count': 1370, 'cached_content_token_count': 0}}
2026-04-22 17:28:30,277 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3464, 'prompt_estimated_tokens': 866, 'ok': True, 'response_chars': 2579, 'response_estimated_tokens': 644, 'llm_ms': 2734.0, 'total_ms': 2734.0, 'usage': {'prompt_token_count': 729, 'candidates_token_count': 716, 'total_token_count': 1445, 'cached_content_token_count': 0}}
2026-04-22 17:28:32,706 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3470, 'prompt_estimated_tokens': 867, 'ok': True, 'response_chars': 2107, 'response_estimated_tokens': 526, 'llm_ms': 2438.0, 'total_ms': 2438.0, 'usage': {'prompt_token_count': 725, 'candidates_token_count': 574, 'total_token_count': 1299, 'cached_content_token_count': 0}}
2026-04-22 17:28:35,580 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3474, 'prompt_estimated_tokens': 868, 'ok': True, 'response_chars': 2129, 'response_estimated_tokens': 532, 'llm_ms': 2875.0, 'total_ms': 2875.0, 'usage': {'prompt_token_count': 727, 'candidates_token_count': 593, 'total_token_count': 1320, 'cached_content_token_count': 0}}
2026-04-22 17:28:39,889 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 645, 'prompt_estimated_tokens': 161, 'ok': True, 'response_chars': 2152, 'response_estimated_tokens': 538, 'llm_ms': 1594.0, 'total_ms': 1594.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 609, 'total_token_count': 782, 'cached_content_token_count': 0}}
2026-04-22 17:28:40,562 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 653, 'prompt_estimated_tokens': 163, 'ok': True, 'response_chars': 1517, 'response_estimated_tokens': 379, 'llm_ms': 2266.0, 'total_ms': 2266.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 464, 'total_token_count': 637, 'cached_content_token_count': 0}}
2026-04-22 17:28:40,929 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 644, 'prompt_estimated_tokens': 161, 'ok': True, 'response_chars': 1614, 'response_estimated_tokens': 403, 'llm_ms': 2641.0, 'total_ms': 2641.0, 'usage': {'prompt_token_count': 174, 'candidates_token_count': 470, 'total_token_count': 644, 'cached_content_token_count': 0}}
2026-04-22 17:28:41,697 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 643, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 2089, 'response_estimated_tokens': 522, 'llm_ms': 3406.0, 'total_ms': 3406.0, 'usage': {'prompt_token_count': 169, 'candidates_token_count': 542, 'total_token_count': 711, 'cached_content_token_count': 0}}
2026-04-22 17:28:42,380 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 652, 'prompt_estimated_tokens': 163, 'ok': True, 'response_chars': 2884, 'response_estimated_tokens': 721, 'llm_ms': 4094.0, 'total_ms': 4094.0, 'usage': {'prompt_token_count': 172, 'candidates_token_count': 824, 'total_token_count': 996, 'cached_content_token_count': 0}}
2026-04-22 17:28:47,020 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 649, 'prompt_estimated_tokens': 162, 'ok': True, 'response_chars': 1475, 'response_estimated_tokens': 368, 'llm_ms': 1875.0, 'total_ms': 1875.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 408, 'total_token_count': 581, 'cached_content_token_count': 0}}
2026-04-22 17:28:47,244 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 649, 'prompt_estimated_tokens': 162, 'ok': True, 'response_chars': 1450, 'response_estimated_tokens': 362, 'llm_ms': 2094.0, 'total_ms': 2094.0, 'usage': {'prompt_token_count': 174, 'candidates_token_count': 419, 'total_token_count': 593, 'cached_content_token_count': 0}}
2026-04-22 17:28:47,354 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 645, 'prompt_estimated_tokens': 161, 'ok': True, 'response_chars': 1579, 'response_estimated_tokens': 394, 'llm_ms': 2203.0, 'total_ms': 2203.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 424, 'total_token_count': 597, 'cached_content_token_count': 0}}
2026-04-22 17:28:47,488 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 648, 'prompt_estimated_tokens': 162, 'ok': True, 'response_chars': 1485, 'response_estimated_tokens': 371, 'llm_ms': 2344.0, 'total_ms': 2344.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 421, 'total_token_count': 594, 'cached_content_token_count': 0}}
2026-04-22 17:28:49,307 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 641, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 2828, 'response_estimated_tokens': 707, 'llm_ms': 4157.0, 'total_ms': 4157.0, 'usage': {'prompt_token_count': 172, 'candidates_token_count': 770, 'total_token_count': 942, 'cached_content_token_count': 0}}
2026-04-22 17:28:54,062 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 641, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 1473, 'response_estimated_tokens': 368, 'llm_ms': 2000.0, 'total_ms': 2000.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 420, 'total_token_count': 593, 'cached_content_token_count': 0}}
2026-04-22 17:28:54,282 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 642, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 1525, 'response_estimated_tokens': 381, 'llm_ms': 2218.0, 'total_ms': 2218.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 420, 'total_token_count': 593, 'cached_content_token_count': 0}}
2026-04-22 17:28:54,405 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 643, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 1533, 'response_estimated_tokens': 383, 'llm_ms': 2343.0, 'total_ms': 2343.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 413, 'total_token_count': 586, 'cached_content_token_count': 0}}
2026-04-22 17:28:54,859 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 645, 'prompt_estimated_tokens': 161, 'ok': True, 'response_chars': 2450, 'response_estimated_tokens': 612, 'llm_ms': 2796.0, 'total_ms': 2796.0, 'usage': {'prompt_token_count': 170, 'candidates_token_count': 707, 'total_token_count': 877, 'cached_content_token_count': 0}}
2026-04-22 17:28:55,758 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 643, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 2343, 'response_estimated_tokens': 585, 'llm_ms': 3703.0, 'total_ms': 3703.0, 'usage': {'prompt_token_count': 173, 'candidates_token_count': 649, 'total_token_count': 822, 'cached_content_token_count': 0}}
2026-04-22 17:28:58,942 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 648, 'prompt_estimated_tokens': 162, 'ok': True, 'response_chars': 1429, 'response_estimated_tokens': 357, 'llm_ms': 2406.0, 'total_ms': 2406.0, 'usage': {'prompt_token_count': 172, 'candidates_token_count': 430, 'total_token_count': 602, 'cached_content_token_count': 0}}
2026-04-23 10:04:59,605 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3454, 'prompt_estimated_tokens': 863, 'ok': True, 'response_chars': 1940, 'response_estimated_tokens': 485, 'llm_ms': 2328.0, 'total_ms': 2328.0, 'usage': {'prompt_token_count': 719, 'candidates_token_count': 509, 'total_token_count': 1228, 'cached_content_token_count': 0}}
2026-04-23 10:05:01,771 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3464, 'prompt_estimated_tokens': 866, 'ok': True, 'response_chars': 2311, 'response_estimated_tokens': 577, 'llm_ms': 2157.0, 'total_ms': 2157.0, 'usage': {'prompt_token_count': 725, 'candidates_token_count': 602, 'total_token_count': 1327, 'cached_content_token_count': 0}}
2026-04-23 10:05:04,371 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3458, 'prompt_estimated_tokens': 864, 'ok': True, 'response_chars': 2079, 'response_estimated_tokens': 519, 'llm_ms': 2593.0, 'total_ms': 2609.0, 'usage': {'prompt_token_count': 721, 'candidates_token_count': 544, 'total_token_count': 1265, 'cached_content_token_count': 0}}
2026-04-23 10:05:06,250 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3456, 'prompt_estimated_tokens': 864, 'ok': True, 'response_chars': 2185, 'response_estimated_tokens': 546, 'llm_ms': 1875.0, 'total_ms': 1875.0, 'usage': {'prompt_token_count': 723, 'candidates_token_count': 577, 'total_token_count': 1300, 'cached_content_token_count': 0}}
2026-04-23 10:05:08,708 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3436, 'prompt_estimated_tokens': 859, 'ok': True, 'response_chars': 1985, 'response_estimated_tokens': 496, 'llm_ms': 2453.0, 'total_ms': 2453.0, 'usage': {'prompt_token_count': 721, 'candidates_token_count': 542, 'total_token_count': 1263, 'cached_content_token_count': 0}}
2026-04-23 10:05:10,732 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3478, 'prompt_estimated_tokens': 869, 'ok': True, 'response_chars': 2436, 'response_estimated_tokens': 609, 'llm_ms': 2031.0, 'total_ms': 2031.0, 'usage': {'prompt_token_count': 723, 'candidates_token_count': 596, 'total_token_count': 1319, 'cached_content_token_count': 0}}
2026-04-23 10:05:14,208 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3470, 'prompt_estimated_tokens': 867, 'ok': True, 'response_chars': 2830, 'response_estimated_tokens': 707, 'llm_ms': 3469.0, 'total_ms': 3469.0, 'usage': {'prompt_token_count': 723, 'candidates_token_count': 737, 'total_token_count': 1460, 'cached_content_token_count': 0}}
2026-04-23 10:05:17,100 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3444, 'prompt_estimated_tokens': 861, 'ok': True, 'response_chars': 2374, 'response_estimated_tokens': 593, 'llm_ms': 2875.0, 'total_ms': 2875.0, 'usage': {'prompt_token_count': 721, 'candidates_token_count': 651, 'total_token_count': 1372, 'cached_content_token_count': 0}}
2026-04-23 10:05:20,291 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3460, 'prompt_estimated_tokens': 865, 'ok': True, 'response_chars': 3165, 'response_estimated_tokens': 791, 'llm_ms': 3188.0, 'total_ms': 3188.0, 'usage': {'prompt_token_count': 723, 'candidates_token_count': 861, 'total_token_count': 1584, 'cached_content_token_count': 0}}
2026-04-23 10:05:22,822 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3444, 'prompt_estimated_tokens': 861, 'ok': True, 'response_chars': 2290, 'response_estimated_tokens': 572, 'llm_ms': 2531.0, 'total_ms': 2531.0, 'usage': {'prompt_token_count': 723, 'candidates_token_count': 610, 'total_token_count': 1333, 'cached_content_token_count': 0}}
2026-04-23 10:05:25,776 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3452, 'prompt_estimated_tokens': 863, 'ok': True, 'response_chars': 2101, 'response_estimated_tokens': 525, 'llm_ms': 2953.0, 'total_ms': 2953.0, 'usage': {'prompt_token_count': 723, 'candidates_token_count': 517, 'total_token_count': 1240, 'cached_content_token_count': 0}}
2026-04-23 10:05:28,174 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3452, 'prompt_estimated_tokens': 863, 'ok': True, 'response_chars': 1926, 'response_estimated_tokens': 481, 'llm_ms': 2391.0, 'total_ms': 2391.0, 'usage': {'prompt_token_count': 721, 'candidates_token_count': 500, 'total_token_count': 1221, 'cached_content_token_count': 0}}
2026-04-23 10:05:30,205 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3438, 'prompt_estimated_tokens': 859, 'ok': True, 'response_chars': 1981, 'response_estimated_tokens': 495, 'llm_ms': 2031.0, 'total_ms': 2031.0, 'usage': {'prompt_token_count': 719, 'candidates_token_count': 525, 'total_token_count': 1244, 'cached_content_token_count': 0}}
2026-04-23 10:05:32,999 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3448, 'prompt_estimated_tokens': 862, 'ok': True, 'response_chars': 2438, 'response_estimated_tokens': 609, 'llm_ms': 2797.0, 'total_ms': 2797.0, 'usage': {'prompt_token_count': 721, 'candidates_token_count': 650, 'total_token_count': 1371, 'cached_content_token_count': 0}}
2026-04-23 10:05:34,716 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3454, 'prompt_estimated_tokens': 863, 'ok': True, 'response_chars': 1923, 'response_estimated_tokens': 480, 'llm_ms': 1719.0, 'total_ms': 1719.0, 'usage': {'prompt_token_count': 725, 'candidates_token_count': 508, 'total_token_count': 1233, 'cached_content_token_count': 0}}
2026-04-23 10:05:37,375 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3448, 'prompt_estimated_tokens': 862, 'ok': True, 'response_chars': 2529, 'response_estimated_tokens': 632, 'llm_ms': 2656.0, 'total_ms': 2656.0, 'usage': {'prompt_token_count': 721, 'candidates_token_count': 670, 'total_token_count': 1391, 'cached_content_token_count': 0}}
2026-04-23 10:05:38,953 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3464, 'prompt_estimated_tokens': 866, 'ok': True, 'response_chars': 2022, 'response_estimated_tokens': 505, 'llm_ms': 1578.0, 'total_ms': 1578.0, 'usage': {'prompt_token_count': 725, 'candidates_token_count': 535, 'total_token_count': 1260, 'cached_content_token_count': 0}}
2026-04-23 10:05:42,555 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3436, 'prompt_estimated_tokens': 859, 'ok': True, 'response_chars': 3268, 'response_estimated_tokens': 817, 'llm_ms': 3609.0, 'total_ms': 3609.0, 'usage': {'prompt_token_count': 721, 'candidates_token_count': 871, 'total_token_count': 1592, 'cached_content_token_count': 0}}
2026-04-23 10:05:45,336 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3446, 'prompt_estimated_tokens': 861, 'ok': True, 'response_chars': 2346, 'response_estimated_tokens': 586, 'llm_ms': 2782.0, 'total_ms': 2782.0, 'usage': {'prompt_token_count': 721, 'candidates_token_count': 624, 'total_token_count': 1345, 'cached_content_token_count': 0}}
2026-04-23 10:05:47,961 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3498, 'prompt_estimated_tokens': 874, 'ok': True, 'response_chars': 2617, 'response_estimated_tokens': 654, 'llm_ms': 2625.0, 'total_ms': 2625.0, 'usage': {'prompt_token_count': 727, 'candidates_token_count': 661, 'total_token_count': 1388, 'cached_content_token_count': 0}}
2026-04-23 10:05:50,475 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'roadmap_subtopics', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 3444, 'prompt_estimated_tokens': 861, 'ok': True, 'response_chars': 2049, 'response_estimated_tokens': 512, 'llm_ms': 2500.0, 'total_ms': 2500.0, 'usage': {'prompt_token_count': 719, 'candidates_token_count': 567, 'total_token_count': 1286, 'cached_content_token_count': 0}}
2026-04-23 10:05:55,133 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 638, 'prompt_estimated_tokens': 159, 'ok': True, 'response_chars': 1531, 'response_estimated_tokens': 382, 'llm_ms': 1922.0, 'total_ms': 1922.0, 'usage': {'prompt_token_count': 169, 'candidates_token_count': 427, 'total_token_count': 596, 'cached_content_token_count': 0}}
2026-04-23 10:05:55,527 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 643, 'prompt_estimated_tokens': 160, 'ok': True, 'response_chars': 1633, 'response_estimated_tokens': 408, 'llm_ms': 2312.0, 'total_ms': 2312.0, 'usage': {'prompt_token_count': 171, 'candidates_token_count': 428, 'total_token_count': 599, 'cached_content_token_count': 0}}
2026-04-23 10:05:55,799 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 639, 'prompt_estimated_tokens': 159, 'ok': True, 'response_chars': 1759, 'response_estimated_tokens': 439, 'llm_ms': 2578.0, 'total_ms': 2578.0, 'usage': {'prompt_token_count': 168, 'candidates_token_count': 527, 'total_token_count': 695, 'cached_content_token_count': 0}}
2026-04-23 10:05:55,802 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 629, 'prompt_estimated_tokens': 157, 'ok': True, 'response_chars': 2003, 'response_estimated_tokens': 500, 'llm_ms': 2578.0, 'total_ms': 2578.0, 'usage': {'prompt_token_count': 169, 'candidates_token_count': 572, 'total_token_count': 741, 'cached_content_token_count': 0}}
2026-04-23 10:05:56,323 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 637, 'prompt_estimated_tokens': 159, 'ok': True, 'response_chars': 2574, 'response_estimated_tokens': 643, 'llm_ms': 3125.0, 'total_ms': 3125.0, 'usage': {'prompt_token_count': 167, 'candidates_token_count': 723, 'total_token_count': 890, 'cached_content_token_count': 0}}
2026-04-23 10:06:00,746 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 645, 'prompt_estimated_tokens': 161, 'ok': True, 'response_chars': 1726, 'response_estimated_tokens': 431, 'llm_ms': 1719.0, 'total_ms': 1719.0, 'usage': {'prompt_token_count': 169, 'candidates_token_count': 475, 'total_token_count': 644, 'cached_content_token_count': 0}}
2026-04-23 10:06:00,844 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 632, 'prompt_estimated_tokens': 158, 'ok': True, 'response_chars': 1983, 'response_estimated_tokens': 495, 'llm_ms': 1813.0, 'total_ms': 1813.0, 'usage': {'prompt_token_count': 169, 'candidates_token_count': 555, 'total_token_count': 724, 'cached_content_token_count': 0}}
2026-04-23 10:06:01,361 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 649, 'prompt_estimated_tokens': 162, 'ok': True, 'response_chars': 1690, 'response_estimated_tokens': 422, 'llm_ms': 2328.0, 'total_ms': 2328.0, 'usage': {'prompt_token_count': 169, 'candidates_token_count': 461, 'total_token_count': 630, 'cached_content_token_count': 0}}
2026-04-23 10:06:01,493 | INFO | app.services.llm.llm_client | llm_call: {'purpose': 'catalog_fallback_resources', 'model': 'gemini-2.5-flash-lite', 'prompt_chars': 632, 'prompt_estimated_tokens': 158, 'ok': True, 'response_chars': 2165, 'response_estimated_tokens': 541, 'llm_ms': 2469.0, 'total_ms': 2469.0, 'usage': {'prompt_token_count': 168, 'candidates_token_count': 632, 'total_token_count': 800, 'cached_content_token_count': 0}}
